x y z
-0.395 -0.736 8.871
-0.329 -0.495 9.434
-0.017 -0.422 8.993
0.370 -0.630 8.889
0.522 -0.603 9.599
0.507 -0.647 9.522
0.957 -0.904 9.520
0.536 -1.023 9.808
0.387 -1.053 8.789
0.943 -1.187 9.115
0.165 -1.227 9.851
-0.618 -1.111 9.423
0.140 -1.184 9.854
-0.830 -1.208 9.792
0.358 -1.353 9.060
1.108 -1.288 9.427
-0.199 -0.984 9.634
0.284 -1.090 9.255
0.053 -1.196 9.538
-0.095 -1.113 9.208
0.971 -1.121 8.588
0.212 -0.904 9.331
-0.260 -0.705 9.619
1.008 -0.846 8.801
-0.049 -0.838 9.528
0.893 -0.946 8.868
0.811 -0.980 8.912
0.230 -0.907 9.325
0.571 -0.936 9.057
0.471 -0.888 9.014
0.223 -0.791 9.333
0.249 -0.797 9.108
0.259 -1.135 9.510
-0.135 -1.088 9.646
0.304 -1.201 9.760
0.526 -1.188 9.412
0.465 -1.180 9.906
0.525 -1.216 9.510
0.694 -1.143 9.546
0.522 -1.227 10.052
0.238 -1.196 9.610
0.628 -1.279 9.263
0.304 -1.299 9.497
0.559 -1.390 9.005
0.401 -1.378 9.608
0.588 -1.233 9.441
0.759 -1.111 8.676
0.769 -1.125 9.115
0.689 -1.084 8.606
0.533 -1.046 8.868
0.189 -0.949 9.221
0.258 -0.691 8.805
0.556 -0.588 8.392
0.120 -0.708 8.978
0.300 -0.662 8.233
0.219 -0.726 9.026
-0.218 -0.497 8.841
0.099 -0.556 8.302
0.016 -0.688 9.026
0.068 -0.794 9.187
0.144 -0.914 9.112
0.135 -1.045 9.297
-0.002 -1.032 8.902
0.260 -1.147 9.245
0.469 -1.242 9.219
0.099 -1.208 9.437
0.618 -1.336 9.307
0.572 -1.326 9.647
0.285 -1.512 9.882
0.549 -1.810 9.409
0.063 -1.817 9.469
0.321 -1.729 10.140
0.373 -1.543 9.603
0.471 -1.622 10.131
0.031 -1.833 9.848
0.092 -1.717 9.543
0.582 -1.422 10.091
0.120 -1.314 10.488
0.651 -1.447 10.001
0.126 -1.548 10.269
0.089 -1.442 10.080
0.842 -1.326 9.718
0.776 -0.977 10.096
0.062 -0.870 10.318
0.860 -0.824 9.725
-0.386 -0.700 10.161
-0.149 -0.608 9.453
0.564 -0.591 9.359
-0.106 -0.459 9.997
-0.160 -0.285 10.091
0.477 -0.371 10.114
0.201 -0.207 10.236
1.049 -0.251 9.599
1.355 -0.282 9.838
0.377 -0.406 10.149
0.400 -0.528 9.773
0.224 -0.446 10.003
0.078 -0.395 9.853
0.812 -0.736 9.564
0.322 -0.759 9.592
-0.167 -0.782 10.015
0.552 -0.882 10.011
0.048 -0.868 10.227
0.455 -0.984 10.274
0.393 -1.288 9.733
0.279 -1.452 9.989
-0.103 -1.395 10.273
-0.130 -1.490 9.921
-0.231 -1.482 10.537
-0.266 -1.465 10.230
0.251 -1.288 9.836
0.266 -1.180 10.474
0.117 -1.141 10.422
0.757 -1.198 10.027
0.398 -1.186 10.839
0.754 -1.226 10.067
0.979 -1.202 9.909
0.860 -1.044 10.728
1.140 -0.788 9.912
1.143 -0.644 9.435
0.717 -0.663 9.974
0.794 -0.797 9.438
-0.035 -0.748 10.115
-0.017 -0.745 9.890
-0.105 -0.761 9.281
-0.043 -0.729 9.698
-0.074 -0.686 9.625
0.463 -0.546 9.791
0.531 -0.572 10.204
0.588 -0.756 9.955
0.692 -0.827 9.752
0.123 -0.732 10.226
0.161 -0.784 10.194
0.060 -0.902 10.293
0.093 -1.311 10.244
0.162 -1.507 10.560
0.599 -1.504 10.336
0.465 -1.417 10.306
0.527 -1.578 10.780
0.313 -1.693 10.339
0.672 -1.804 11.207
0.401 -1.357 10.995
0.736 -1.536 10.299
0.252 -1.739 10.462
0.132 -1.630 10.324
0.236 -1.284 10.418
-0.079 -1.055 11.241
0.006 -1.101 10.764
0.291 -1.070 10.247
0.060 -0.846 11.066
0.388 -0.626 10.027
-0.051 -0.465 10.916
-0.135 -0.511 11.105
-0.251 -0.529 10.194
0.000 -0.504 10.716
-0.025 -0.188 11.188
0.670 -0.093 10.598
1.052 -0.095 11.389
0.863 0.105 11.145
1.402 -0.092 10.931
1.509 -0.355 10.993
0.304 -0.397 10.883
1.194 -0.633 10.643
0.233 -0.775 10.623
0.611 -0.711 10.627
0.934 -0.739 10.345
0.263 -0.727 10.274
0.463 -0.936 10.863
0.475 -0.855 10.480
0.522 -0.875 10.879
0.564 -1.175 10.573
0.279 -1.336 10.402
0.420 -1.425 10.720
0.116 -1.408 10.708
0.301 -1.509 10.535
0.103 -1.695 10.566
0.022 -1.673 10.595
0.387 -1.530 10.131
0.433 -1.334 10.470
0.038 -1.384 11.210
0.236 -1.498 10.447
-0.181 -1.761 11.122
-0.148 -1.613 10.475
-0.008 -1.279 10.426
-0.383 -1.226 11.648
-0.098 -1.163 10.952
-0.164 -1.149 11.767
-0.049 -1.019 11.408
0.234 -1.035 10.732
0.738 -1.165 11.323
0.178 -1.018 11.476
0.813 -0.891 10.804
0.343 -0.811 11.624
0.887 -0.617 10.954
0.995 -0.732 10.990
0.354 -0.818 11.262
0.173 -0.690 10.931
0.449 -0.502 10.991
0.628 -0.575 11.021
0.464 -0.603 11.148
0.699 -0.896 11.026
0.556 -0.775 10.892
0.780 -0.625 11.242
0.684 -0.598 11.198
0.675 -0.782 11.139
0.407 -1.129 10.993
0.452 -1.284 10.137
0.389 -1.107 10.618
0.259 -0.960 11.192
0.674 -1.025 10.414
0.170 -1.049 11.496
0.733 -1.056 10.762
0.906 -0.841 10.622
0.950 -0.867 11.664
0.777 -1.036 10.930
0.757 -1.260 10.040
0.473 -1.308 10.819
0.253 -1.058 9.862
0.115 -1.235 10.500
-0.378 -1.402 10.525
-0.371 -1.225 9.998
-0.028 -0.980 10.246
-0.057 -0.824 10.397
0.196 -0.749 10.274
0.165 -0.830 10.994
0.360 -0.964 10.743
0.587 -0.893 10.411
0.702 -1.046 10.880
0.663 -0.949 10.575
0.638 -1.077 10.834
0.480 -1.061 11.010
