x y z
-1.331 -0.099 9.818
-1.476 -0.026 10.205
-1.388 -0.096 9.887
-1.430 -0.074 10.062
-1.579 -0.065 10.126
-1.393 -0.114 9.925
-1.425 -0.111 10.190
-1.467 -0.033 10.159
-1.449 -0.100 10.308
-1.452 -0.093 10.080
-1.346 -0.065 9.801
-1.546 -0.105 10.274
-1.385 -0.139 9.891
-1.348 -0.111 9.943
-1.425 -0.116 9.925
-1.399 -0.143 9.931
-1.522 -0.099 10.143
-1.392 -0.144 9.952
-1.400 -0.132 10.047
-1.430 -0.104 9.991
-1.439 -0.066 9.956
-1.458 -0.123 10.236
-1.499 -0.110 10.050
-1.448 -0.138 9.921
-1.443 -0.143 10.176
-1.392 -0.138 10.074
-1.450 -0.143 10.038
-1.409 -0.059 10.002
-1.411 -0.094 9.904
-1.558 -0.169 10.130
-1.486 -0.157 9.934
-1.415 -0.105 9.882
-1.528 -0.179 9.988
-1.408 -0.065 9.997
-1.409 -0.103 10.152
-1.545 -0.093 10.064
-1.390 -0.035 9.954
-1.363 -0.058 10.111
-1.458 -0.130 9.982
-1.463 -0.091 9.939
-1.424 -0.106 10.052
-1.497 -0.102 10.123
-1.458 -0.090 9.969
-1.354 -0.092 9.965
-1.447 -0.139 10.105
-1.418 -0.099 10.024
-1.394 -0.068 10.024
-1.522 -0.049 10.174
-1.472 -0.107 9.974
-1.385 -0.104 9.985
-1.457 -0.154 10.086
-1.308 -0.120 9.913
-1.470 -0.114 10.184
-1.416 -0.108 10.021
-1.397 -0.114 10.122
-1.448 -0.111 10.104
-1.469 -0.102 10.191
-1.458 -0.075 10.037
-1.432 -0.020 9.971
-1.448 -0.135 10.162
-1.405 -0.087 10.004
-1.324 -0.051 9.800
-1.499 -0.087 9.858
-1.315 -0.071 9.812
-1.518 -0.068 10.209
-1.516 -0.096 9.940
-1.378 -0.065 9.933
-1.360 -0.036 10.079
-1.405 -0.135 9.955
-1.291 -0.057 9.997
-1.427 -0.022 10.153
-1.442 -0.200 10.064
-1.509 -0.141 10.192
-1.318 0.054 9.896
-1.585 -0.127 10.035
-1.292 -0.148 9.940
-1.360 0.056 10.262
-1.575 -0.139 10.213
-1.460 -0.181 9.812
-1.338 -0.004 10.070
-1.582 -0.226 9.898
-1.321 -0.047 9.839
-1.384 0.021 10.289
-1.524 -0.159 10.202
-1.460 -0.193 9.988
-1.231 -0.019 9.903
-1.491 -0.134 9.873
-1.342 -0.190 9.896
-1.401 0.007 10.116
-1.487 -0.165 10.172
-1.641 -0.197 10.062
-1.321 -0.115 9.796
-1.564 -0.150 10.028
-1.330 -0.096 9.819
-1.370 -0.042 10.111
-1.439 -0.095 10.242
-1.567 -0.169 10.133
-1.290 -0.031 9.722
-1.649 -0.157 10.167
-1.359 -0.148 9.700
-1.313 0.025 10.137
-1.478 -0.096 10.272
-1.582 -0.244 10.102
-1.381 -0.125 9.698
-1.707 -0.139 10.225
-1.526 -0.203 9.827
-1.333 -0.016 10.018
-1.381 -0.012 10.285
-1.548 -0.193 10.268
-1.482 -0.221 9.941
-1.384 -0.077 10.337
-1.427 -0.216 10.053
-1.370 -0.216 9.890
-1.276 -0.008 9.925
-1.391 -0.057 10.287
-1.663 -0.220 10.199
-1.356 -0.019 10.214
-1.527 -0.127 10.223
-1.591 -0.322 9.967
-1.372 -0.141 9.908
-1.303 0.032 10.102
-1.491 -0.024 10.295
-1.361 -0.032 9.939
-1.338 0.063 10.239
-1.454 -0.175 10.274
-1.507 -0.212 9.972
-1.354 -0.083 9.930
-1.429 -0.019 10.094
-1.485 -0.110 9.960
-1.439 -0.004 10.072
-1.448 -0.008 9.995
-1.598 -0.120 10.115
-1.436 -0.010 10.020
-1.356 -0.038 9.984
-1.353 -0.041 9.838
-1.387 -0.092 10.208
-1.383 -0.008 9.974
-1.387 -0.052 9.812
-1.453 -0.028 10.082
-1.363 -0.039 10.047
-1.355 -0.026 9.983
-1.324 -0.056 9.970
-1.577 -0.127 10.168
-1.449 -0.138 9.835
-1.473 -0.057 10.025
-1.424 -0.058 10.126
-1.423 -0.107 10.113
-1.300 -0.074 10.001
-1.405 -0.138 10.211
-1.459 -0.182 10.139
-1.287 -0.196 9.936
-1.452 -0.069 10.272
-1.402 -0.095 10.002
