x y z
0.686 0.703 13.486
-0.956 1.172 9.304
-1.363 0.958 12.460
-1.140 0.007 9.398
0.136 0.103 6.045
-0.975 1.868 12.933
-1.430 0.436 9.354
-0.790 -0.126 10.948
-0.459 -0.942 8.984
-0.035 -0.666 8.306
-2.083 1.439 9.788
0.607 0.581 12.277
-0.401 0.773 9.657
-0.993 1.555 8.528
-1.072 -0.148 10.760
1.030 -0.242 8.818
-1.730 0.687 9.959
-0.371 -0.598 10.770
-2.146 0.720 9.645
-0.661 -0.135 8.126
0.961 -1.040 12.183
-0.543 0.282 6.350
-0.833 1.129 14.372
-0.903 -0.185 6.200
-1.052 -0.482 9.982
-0.866 0.304 7.624
0.385 1.104 10.293
-1.475 -0.215 9.482
-1.150 -0.937 7.945
-0.590 -0.909 10.389
-1.126 -0.536 10.629
-1.495 0.752 12.419
-0.849 1.473 9.222
-0.176 0.196 8.946
-0.530 0.484 10.598
-0.821 0.556 6.734
-1.074 -0.230 8.676
-1.542 -0.407 7.201
-0.538 0.398 7.921
-1.477 -0.278 10.755
-0.604 -1.254 7.121
0.432 0.449 14.240
0.440 1.838 11.070
-1.975 1.534 13.488
-0.820 -0.668 6.075
-1.123 -0.572 10.126
-0.338 1.851 10.191
-0.420 0.788 11.529
-0.815 -0.970 7.885
-0.163 -1.511 10.056
-1.321 -0.581 9.424
-1.211 1.100 7.957
-0.517 -0.263 8.043
-0.470 -0.474 12.196
-0.352 1.917 8.272
-1.089 2.016 13.299
-0.947 -0.440 6.802
0.080 -0.592 11.263
-0.720 0.400 10.544
-1.057 0.690 11.292
-0.901 -0.893 7.092
0.148 -0.958 5.057
-0.200 0.532 14.030
-0.808 0.890 8.784
-0.212 0.170 9.537
-1.004 -0.419 10.303
-0.855 0.973 10.400
-0.928 1.467 14.683
-1.347 -0.108 8.950
-0.278 -0.808 6.348
-0.775 -2.046 11.200
-1.114 -0.338 7.092
-1.547 1.788 11.901
0.453 0.936 11.118
-0.442 -0.353 8.255
-0.954 1.300 10.547
-2.152 -0.154 9.809
0.736 -0.252 11.511
-2.902 0.039 8.576
-1.969 -0.952 11.175
1.590 0.802 11.677
-2.106 0.497 8.892
0.939 -0.959 7.853
-1.336 0.551 11.064
1.606 0.472 11.279
-0.921 1.263 17.006
-2.093 0.743 8.287
-1.329 -0.210 10.274
0.094 0.268 11.865
-1.266 0.075 10.456
-1.239 -1.102 9.739
-1.437 -1.068 10.622
-0.668 -1.336 10.385
-1.201 0.674 8.855
0.257 1.076 8.286
-1.465 0.893 12.885
-0.291 1.569 7.461
-1.158 1.111 12.227
-1.615 -0.846 6.895
-1.220 -0.238 9.453
-0.389 1.113 11.474
-1.239 0.126 13.508
-1.085 -0.949 6.431
-0.836 -1.009 6.409
0.206 1.056 12.765
1.247 1.396 11.484
-2.268 0.549 10.199
-0.864 -0.235 9.858
-2.423 0.500 7.736
-0.918 0.781 9.279
0.219 -0.162 11.541
-1.315 -0.812 9.749
-0.026 -1.293 12.567
-2.247 -0.576 7.225
-0.798 -0.191 7.187
-0.150 0.712 15.039
-0.201 0.211 6.731
-0.858 0.826 12.495
-2.255 1.326 13.106
-0.498 -0.820 7.172
-1.651 -0.737 11.974
-2.081 -0.115 7.404
0.626 0.858 13.339
-2.145 0.156 10.221
0.159 -0.895 6.780
0.102 0.738 10.470
0.067 0.334 9.074
-0.029 0.102 9.117
-1.870 0.818 8.983
0.290 0.841 9.300
-1.749 -0.021 10.837
0.198 -0.020 10.144
-2.265 -0.284 10.546
-1.206 -0.964 10.895
-0.529 -1.835 10.375
-0.639 -0.567 8.660
0.038 2.096 10.947
-1.589 0.961 9.836
-1.662 -0.193 8.280
-1.567 0.473 8.551
-1.992 0.302 8.819
0.878 -0.952 9.935
-3.678 1.466 15.018
-0.348 0.617 9.063
-1.147 0.671 9.679
-2.474 0.280 8.165
0.082 -0.552 4.048
0.547 1.140 12.875
-0.575 1.557 9.542
-3.009 1.256 13.552
-0.115 0.804 6.581
0.266 1.224 12.976
-1.844 -0.349 8.565
-0.887 0.729 12.027
-2.141 0.055 13.465
1.391 -1.339 10.820
-2.031 -0.200 9.315
-1.302 0.044 8.213
-1.491 2.037 12.135
-0.891 -0.199 9.638
-1.597 -0.355 11.105
0.743 1.446 9.211
-1.959 0.399 11.884
-3.133 -0.374 10.921
-1.626 -0.400 10.445
-1.059 0.181 8.739
0.584 -0.561 10.281
-1.247 0.160 12.151
-1.280 0.240 6.867
-0.504 0.749 9.887
0.168 -0.016 11.116
-0.558 0.543 10.890
-2.288 0.516 10.010
-2.145 -0.287 12.130
-1.384 0.373 9.232
1.415 0.645 13.633
-1.737 0.875 11.644
0.179 -0.737 11.130
-1.698 -0.135 8.586
-1.997 0.092 5.070
-0.117 0.422 8.986
0.363 2.073 16.175
-0.366 0.217 7.573
-2.068 -0.118 14.026
-0.118 0.317 11.442
-2.356 -0.007 9.456
-0.319 -0.784 10.746
-1.790 0.825 12.134
-0.051 0.650 13.924
-0.559 -0.263 10.326
-0.458 -0.167 4.964
1.134 0.121 10.745
-2.640 0.483 12.639
-1.478 -0.124 7.703
-2.607 1.149 13.173
0.631 1.253 10.214
-1.305 0.620 11.553
-1.272 1.707 14.743
-2.368 -0.130 9.412
-1.356 -0.968 9.431
0.568 -0.857 7.492
-0.750 0.163 8.291
-0.654 1.186 10.256
-1.563 2.466 12.969
-0.959 -0.468 7.584
-0.541 -0.623 6.399
-1.079 0.995 10.247
-2.259 1.011 14.164
-1.206 -0.689 11.361
-2.184 0.221 11.335
1.951 0.763 11.028
0.876 0.783 12.611
-2.374 0.136 9.207
-0.334 -0.739 5.301
-0.610 -0.790 7.106
-0.284 -0.050 12.960
-1.186 2.684 12.265
-3.215 2.964 17.347
-2.287 -0.727 11.429
-0.850 -0.960 10.623
0.629 0.275 12.841
-3.219 0.705 11.873
0.732 -0.255 7.287
0.144 0.164 11.793
-1.163 -0.290 4.385
-0.501 -1.536 11.880
-1.470 1.899 13.757
-1.055 1.015 7.622
-0.739 1.012 6.549
0.293 1.764 10.362
-1.597 -0.645 11.835
-1.202 -0.946 9.558
-1.972 1.037 11.712
-0.255 -0.348 9.373
0.422 0.948 14.323
-0.209 -0.042 9.683
-1.002 -0.827 7.952
-0.106 -0.355 8.498
-0.025 0.605 10.876
-2.377 1.105 10.093
-0.921 -0.120 9.789
-0.903 -0.204 9.202
-1.892 0.576 11.153
0.958 0.495 12.722
-2.812 0.995 8.838
0.863 -0.539 8.622
-1.563 -0.537 8.887
-2.082 -0.116 5.399
-0.888 -0.041 9.413
-1.600 1.957 16.303
0.738 0.712 9.291
-2.617 0.212 9.885
-0.370 1.003 12.885
-1.899 0.444 12.093
-2.167 -0.777 9.421
-1.019 0.681 13.309
0.146 0.124 12.543
-0.196 0.769 13.013
-0.675 -0.476 4.680
-0.793 -1.118 7.958
-1.299 -0.347 6.897
-0.604 0.444 9.095
-3.313 1.703 12.711
0.071 0.674 15.494
-1.395 0.542 11.637
-0.714 0.283 9.776
-1.077 0.651 12.906
-1.622 -0.389 8.600
-0.806 -0.470 6.946
-0.690 -0.387 8.182
0.248 0.014 10.305
-0.275 0.757 9.447
-0.368 2.276 12.827
-1.653 -0.577 7.408
-2.430 -0.318 6.719
-0.970 2.154 12.293
-0.281 -0.495 9.551
-0.708 -0.317 12.017
-1.978 1.431 11.980
0.731 -1.215 12.863
-0.714 0.857 10.392
-0.590 1.120 4.405
-0.997 -0.367 6.066
-2.297 -0.799 6.169
1.310 0.172 11.300
-1.686 2.130 12.002
-1.634 -0.258 9.057
-2.070 0.452 14.009
0.176 0.104 11.909
-1.112 0.654 9.954
-1.069 0.763 11.542
1.356 -1.414 11.079
-2.405 -0.697 8.559
-1.028 0.166 3.086
-1.664 1.018 16.518
1.535 0.032 11.542
-0.772 0.284 13.138
-1.683 0.717 4.370
0.214 0.936 14.249
-1.379 -0.591 4.978
-1.579 -0.193 12.263
-1.378 1.442 13.539
-0.153 -0.126 11.717
0.531 -0.011 13.537
-0.489 0.449 2.079
-1.111 -0.193 8.637
1.363 0.805 12.870
-0.136 1.006 9.037
-3.837 1.187 11.892
0.262 -0.715 9.571
-2.380 0.876 13.220
0.388 0.887 11.090
-2.124 0.654 9.878
0.043 -0.124 9.297
0.558 -1.449 10.577
-2.186 0.549 7.980
-0.106 0.455 6.197
-2.156 1.054 12.484
0.580 0.564 7.736
-2.322 0.697 12.782
-1.588 0.350 6.433
-0.165 0.720 13.840
-2.720 -0.361 7.143
-0.787 -0.343 10.385
0.054 2.034 15.565
0.322 1.203 12.169
0.703 0.416 10.251
-1.146 -0.062 5.337
0.303 0.195 8.562
-0.832 0.166 8.897
-2.338 0.714 8.718
0.738 1.417 11.350
-0.869 0.745 14.055
-0.334 0.561 8.259
-2.122 0.483 13.862
-0.255 -0.832 8.672
-1.203 -1.155 10.092
-0.398 -1.089 7.851
-0.069 -0.307 7.901
-0.973 2.043 10.740
-0.540 2.151 11.377
-1.446 -0.170 6.636
-0.900 0.041 5.101
-1.265 1.454 10.677
0.102 -0.736 9.499
-2.335 0.473 12.446
-0.507 0.736 8.483
-0.374 1.473 13.905
-0.703 -0.223 5.888
0.196 -0.584 6.403
-1.188 0.691 9.447
0.261 -0.272 10.597
-0.207 1.006 13.340
-1.875 1.354 11.898
-2.103 1.232 14.361
-0.143 -0.541 11.173
0.534 0.246 14.742
-2.521 0.335 8.244
1.729 -0.453 12.806
-2.509 0.157 11.606
-0.106 -0.980 4.168
-1.265 1.228 4.687
-1.372 2.785 13.226
-1.649 0.820 12.337
-0.974 0.461 6.467
0.654 1.353 12.465
-2.032 -0.525 8.267
-1.181 0.986 10.166
-2.004 1.346 10.065
-0.587 -0.072 11.146
-0.511 0.574 10.841
-1.110 0.769 5.570
0.054 0.693 9.902
0.837 0.805 14.041
-1.363 0.932 8.081
-2.774 0.014 9.007
-0.837 0.319 12.165
-2.417 1.604 9.794
0.959 0.690 13.183
-2.032 0.791 11.616
0.398 -0.066 10.433
-1.633 -0.603 10.809
-1.729 0.239 5.194
-0.899 0.678 7.787
-0.689 0.098 8.383
-0.880 1.701 8.633
-0.020 1.311 10.827
-1.719 0.287 14.905
-1.521 0.127 6.908
-1.732 0.363 11.162
-0.490 -0.610 10.587
-0.605 1.511 13.512
-1.013 1.165 8.967
0.136 0.124 7.183
-0.930 0.873 12.264
0.029 0.535 10.108
-2.235 1.259 9.068
-0.578 0.771 11.088
0.421 0.554 11.920
-2.541 1.720 8.923
0.307 1.082 11.692
-1.195 -0.175 10.188
0.426 -1.377 11.862
-0.899 -0.813 7.582
-1.962 0.223 9.246
-0.211 2.511 8.156
-0.342 0.449 9.106
