A_X[LSB] A_Y[LSB] A_Z[LSB]
-91 553 16681
-479 906 16711
-454 734 16697
-442 916 16780
-514 1140 16756
-623 1081 16996
-718 1404 17120
-256 1377 17193
-199 1420 17108
-237 1132 17073
-628 855 17437
-791 475 17170
-596 359 17231
-344 419 17009
-330 519 16987
-467 753 17098
-388 733 16515
-331 998 16754
-276 803 16554
-770 974 16818
-763 971 16866
-597 1016 16826
-310 1548 17126
-104 1354 16893
-559 1368 17391
-574 660 17044
-801 805 17304
-696 611 17150
-588 403 17195
-600 739 17098
-313 670 16743
-371 1023 16662
-237 592 16451
-410 904 16669
-367 984 16458
-519 1156 16555
-754 1405 16832
-500 1250 17144
-372 1657 16975
-101 1295 16866
-265 1128 17231
-604 735 17088
-750 397 17253
-736 589 17090
-405 550 17013
-456 793 17061
-289 553 16538
-466 850 16783
-461 714 16398
-573 1021 16831
-575 969 16488
-650 1056 16713
-699 1377 16910
-371 1230 17023
-213 1424 17356
-263 1004 17060
-710 901 17632
-781 604 17173
-673 252 17328
-612 479 17279
-492 447 17159
-461 668 17039
-281 730 16637
-216 792 16888
-455 1158 16544
-377 843 16817
-755 1248 16538
-552 1174 16842
-431 1406 17195
-399 1516 16970
-240 1079 17311
-381 996 16812
-285 528 17285
-604 452 17022
-738 347 17112
-836 586 17271
-341 447 16594
-124 846 16936
-197 893 16257
-468 1025 16767
-772 930 16360
-802 820 16563
-870 1396 16805
-295 1390 16607
-266 1700 17118
-322 1184 16864
-585 1196 17329
-623 1057 16979
-574 612 17153
-715 490 17163
-541 311 17039
-354 744 17087
-200 570 16641
-304 701 16988
-482 836 16547
-433 879 16739
-507 1225 16700
-673 1087 17034
-773 1390 17094
-445 1242 16947
-196 1553 17481
-336 1263 17163
-650 812 17414
-732 454 17058
-513 343 17176
-589 604 17441
-411 368 16968
-457 659 17053
-344 737 16434
-242 1056 16964
-330 874 16475
-388 613 16431
-778 918 16704
-734 1129 16823
-371 1500 17335
-139 1488 16937
-325 1412 17408
-532 1224 16971
-620 553 17133
-742 646 17322
-626 413 17000
-572 726 17152
-300 599 16752
-309 779 17019
-380 1008 16474
-399 775 16509
-390 961 16467
-516 1098 16504
-743 1433 16916
-756 1413 16613
-408 1396 17129
-266 1449 16930
-242 1119 17211
-538 828 17166
-636 394 17218
-825 466 17287
-545 390 17120
-365 678 17244
-280 716 16661
-365 832 16707
-480 792 16424
-469 699 16493
-574 1126 16824
-478 1003 16504
-676 1359 16999
-379 1245 17112
-315 1487 17412
-295 1435 17240
-345 717 16996
-773 740 17430
-614 201 17273
-730 686 17408
-457 350 17088
-429 457 17153
-365 720 16861
-266 806 16706
-332 1098 16548
-357 840 16577
-765 1273 16649
-651 1308 16745
-546 1551 17010
-445 1464 16952
-332 1004 17146
-356 1014 16998
-167 510 17262
-550 886 17404
-691 269 16964
-785 456 17338
-328 377 16735
-305 953 17024
-292 893 16237
-257 668 16397
-525 889 16666
-771 1000 16467
-841 1314 16840
-431 1308 16563
-227 1629 17120
-295 1716 17043
-383 1212 17035
-649 1009 17225
-580 534 17007
-636 564 17300
-620 371 17094
-488 475 17183
-378 834 16847
-137 619 16752
-522 925 16611
-455 843 16648
-548 1274 16780
-511 1085 16497
-727 1126 17217
-637 1304 17103
-259 1468 17399
-239 1393 17122
-457 793 17234
-783 812 17570
-780 436 17185
-545 494 17455
-366 481 16913
-455 622 17055
-531 697 16681
-345 633 16480
-239 1032 16715
-270 703 16399
-909 965 17007
-755 890 16752
-391 1582 17245
-138 1516 17023
-120 1354 16903
-508 1214 17219
-567 644 17180
-765 833 17275
-632 424 17030
-575 385 17355
-586 715 16999
-296 803 16885
-219 1061 16528
-254 722 16440
-540 1038 16543
-489 1070 16484
-583 1219 16669
-620 1384 16601
-426 1423 17198
-372 1495 16967
-175 1143 17182
-346 1124 17216
-498 449 16962
-892 458 17354
-716 425 17028
-401 723 17146
-282 831 16613
-232 596 16493
-514 785 16638
-521 666 16385
-603 1118 16826
-481 990 16452
-620 1279 17082
-668 1454 16972
-383 1317 17064
-271 1428 17237
-229 803 16988
-672 764 17552
-636 330 17308
-648 370 17391
-578 492 17198
-397 448 17150
-362 672 16921
-257 731 16538
-286 1007 16723
-379 1161 16581
-484 1118 17022
-679 1327 16565
-614 1408 16837
-352 1402 16853
-143 1017 16917
-337 1160 17429
-394 893 17037
-475 733 17400
-533 376 16931
-701 426 17310
-579 438 16702
-351 415 16571
-229 840 16637
-110 756 16354
-545 1072 16705
-851 943 16451
-868 1209 16839
-800 1411 16791
-251 1381 16790
-265 1731 17051
-288 1169 17081
-648 1090 17257
-548 621 17019
-592 633 17315
-658 530 17223
-516 387 17125
-373 793 16951
-61 601 16757
-417 925 16657
-397 843 16670
-501 998 16683
-589 1182 16573
-573 1075 17152
-718 1397 17075
-237 1335 17312
-194 1513 17394
-187 931 17092
-774 894 17573
-741 373 17160
-562 480 17363
-430 495 16895
-362 472 16964
-592 820 17045
-288 691 16423
-352 1087 16705
-313 722 16515
-813 907 16896
-799 976 16580
-591 1155 16773
-283 1544 17114
-197 1268 17002
-441 1261 17272
-514 707 17202
-595 603 17269
-751 520 17279
-576 354 17235
-543 843 17140
-303 738 16786
-421 1022 16600
-410 882 16463
-425 1061 16692
-321 1047 16469
-631 1198 16568
-662 1293 16699
-494 1338 17090
-510 1550 17110
-145 1245 16938
-282 1049 17206
-544 569 17068
-796 435 17292
-702 406 17084
-545 284 17041
-345 788 17018
-169 588 16488
-454 852 16761
-589 709 16404
-588 1060 16878
-551 1101 16751
-546 1074 16830
-686 1380 16889
-459 1280 17023
-284 1348 17245
-230 827 16961
-410 845 17314
-762 684 17123
-704 276 17415
-626 397 17204
-450 449 17067
-392 718 17036
-276 667 16631
-221 854 16961
-467 1184 16502
-447 999 16933
-769 1310 16615
-589 1240 16782
-597 1620 17205
-359 1430 16975
-326 1128 17413
-325 899 16984
-417 726 17282
-548 426 17021
-627 312 16964
-796 577 17168
-378 454 16656
-160 845 16816
-168 811 16371
-432 1008 16742
-642 997 16427
-763 742 16543
-925 1424 16770
-215 1361 16751
-249 1732 17028
-253 1126 16935
-538 1233 17371
-647 946 17063
-631 601 17227
-681 503 17169
-464 346 17014
-390 830 16986
-304 832 16735
-332 825 16921
-451 771 16592
-456 941 16727
-563 1138 16704
-631 1043 17101
-746 1271 17251
-326 1233 16968
-258 1538 17423
-318 1071 17082
-664 808 17462
-679 480 17097
-588 265 17251
-592 550 17397
-358 413 17021
-391 782 17087
-344 740 16439
-342 937 16941
-390 1048 16510
-323 602 16539
-771 980 16608
-620 1041 16830
-337 1418 17219
-104 1359 16919
-8 1212 17135
-507 1227 16879
-585 528 17344
-767 578 17169
-630 406 17153
-554 732 17086
-372 642 16901
-300 818 17017
-346 978 16448
-406 854 16581
-461 982 16480
-477 996 16461
-655 1405 16824
-588 1360 16717
-524 1524 17077
-201 1248 16873
-258 1115 17235
-489 710 17011
-511 373 17067
-896 431 17233
-541 272 17119
-346 759 17143
-239 707 16638
-415 789 16779
-468 737 16637
-462 721 16497
-681 1253 16778
-541 956 16738
-673 1396 16922
-391 1286 17022
-353 1494 17157
-336 1353 17214
-299 641 17133
-664 770 17231
-627 237 17320
-797 520 17369
-577 283 17135
-436 535 17088
-300 744 16686
-250 763 16856
-524 1132 16478
-317 843 16728
-648 1405 17046
-650 1318 16901
-713 1587 17209
-384 1433 16935
-198 1130 17226
-355 914 16958
-396 712 17280
-586 800 17411
-647 395 16929
-727 438 17379
-444 414 16591
-305 930 17066
-164 935 16386
-131 732 16454
-612 937 16725
-924 908 16496
-919 1338 16885
-285 1301 16600
-128 1414 16992
-255 1616 17119
-470 1208 17048
-647 1029 17189
-648 564 17002
-743 551 17150
-673 494 17059
-478 536 17170
-398 848 16826
-146 644 16747
-440 931 16632
-415 783 16698
-559 1167 16889
-572 973 16462
-690 1290 17251
-511 1297 17044
-216 1484 17556
-256 1312 16977
-247 799 17037
-790 793 17447
-804 332 17303
-629 487 17342
-293 554 16929
-322 639 17111
-534 900 16995
-395 609 16471
-385 1136 16656
-200 587 16390
-875 1011 16944
-716 969 16846
-568 1227 16875
-216 1617 16937
-49 1299 17062
-532 1187 17165
-597 580 17184
-794 744 17198
-627 468 17078
-523 364 17348
-500 751 16949
-206 798 16871
-450 1088 16565
-222 557 16453
-468 1100 16828
-369 1046 16389
-686 1344 16790
-654 1291 16684
-364 1426 17057
-260 1539 16885
-212 1211 16886
-425 1036 17292
-496 399 16980
-812 552 17278
-630 379 17095
-528 719 17245
-277 678 16850
-143 636 16458
-464 894 16641
-580 695 16493
-633 1077 16764
-488 1009 16525
-554 1238 16992
-625 1408 17085
-344 1251 17031
-291 1478 17266
-243 653 17039
-733 777 17394
-667 576 17141
-644 421 17398
-514 426 17112
-394 456 17189
-386 742 16790
-301 720 16675
-355 995 16967
-366 1062 16675
-423 1202 16912
-650 1339 16614
-634 1348 17005
-433 1414 16907
-121 1351 17041
-302 1237 17480
-384 926 17093
-486 803 17441
-555 265 16922
-759 528 17277
-260 657 17107
-385 456 16637
-140 839 16594
-141 756 16334
-651 1043 16783
-783 823 16485
-811 769 16562
-768 1466 16683
-254 1400 16886
-354 1657 17051
-368 1164 17017
-553 1183 17263
-525 948 17019
-620 647 17423
-746 523 17104
-483 383 17105
-347 868 16892
-133 574 16722
-469 854 16893
-438 806 16569
-500 1032 16778
-551 1102 16527
-652 1091 17161
-583 1417 17112
-278 1202 17055
-196 1510 17349
-253 1029 17114
-741 836 17546
-819 480 17154
-637 491 17364
-320 570 17243
-300 464 17014
-492 801 16975
-420 679 16375
-393 990 16718
-280 713 16511
-755 688 16537
-779 956 16599
-635 1081 16763
-311 1505 17041
-67 1258 16992
-473 1374 17281
-524 1047 16853
-658 607 17241
-740 523 17177
-614 376 17289
-485 797 17096
-283 780 16838
-368 893 17030
-405 842 16466
-478 956 16706
-379 1030 16486
-449 1164 16552
-744 1393 16679
-444 1318 16774
-499 1624 17138
-109 1199 16883
-345 1133 17250
-501 560 17038
-778 479 17337
-726 474 17202
-529 398 16961
-381 750 16951
-188 512 16509
-492 929 16665
-455 704 16452
-571 729 16569
-643 1163 16688
-561 1026 16784
-649 1416 16944
-320 1229 17005
-237 1411 17229
-334 1375 17167
-414 863 17380
-719 604 17159
-679 307 17312
-683 482 17196
-435 365 17137
-364 628 17161
-223 701 16629
-279 911 16952
-379 1171 16638
-411 1030 16932
-646 1303 16481
-670 1427 16987
-717 1578 17348
-365 1445 17062
-207 1131 17409
-350 1039 17024
-415 620 17401
-556 275 17417
-575 247 16969
-789 621 17184
-403 415 16576
-166 786 16863
-63 823 16344
-481 1033 16440
-705 971 16419
-924 724 16549
-812 1376 16784
-135 1377 16629
-337 1805 17126
-363 1135 16977
-576 1234 17299
-487 899 17016
-604 718 17280
-776 499 17128
-573 347 17103
-332 794 17234
-274 882 16713
-362 857 16955
-454 793 16554
-397 962 16740
-565 1191 16616
-755 971 16535
-878 1200 17218
-296 1236 17032
-117 1551 17369
-300 1129 17138
-724 759 17592
-783 408 17341
-646 243 17226
-578 624 17292
-352 425 17045
-442 752 17051
-348 714 16406
-391 991 16690
-423 1066 16491
-304 612 16608
-712 973 16617
-697 1145 16742
-262 1438 17197
-73 1276 16871
-11 1274 17321
-504 1080 16747
-676 562 17341
-716 526 17217
-674 464 17154
-647 709 17382
-473 663 16846
-280 863 17024
-357 969 16504
-485 928 16656
-408 973 16522
-515 1115 16538
-663 1387 17014
-656 1345 16672
-533 1551 17073
-181 1236 16929
-264 1107 17211
-465 643 17214
-565 374 17005
-860 488 17213
-551 311 17037
-356 720 17110
-216 628 16584
-428 800 16550
-467 752 16593
-480 712 16567
-699 1200 16735
-514 879 16879
-674 1479 16966
-241 1171 17121
-301 1496 17207
-344 1350 17233
-459 756 17245
-752 671 17122
-562 223 17291
-680 541 17458
-524 361 17155
-409 597 17129
-271 705 16622
-234 843 17017
-543 1100 16516
-301 903 16562
-641 1377 16906
-544 1212 17008
-696 1544 17274
-426 1475 16885
-199 1109 17348
-451 1050 16959
-348 604 17294
-649 831 17344
-629 278 16932
-824 631 17311
-400 279 16601
-253 830 16980
-174 905 16354
-72 831 16452
-570 957 16511
-840 794 16604
-836 1426 16770
-322 1297 16829
-247 1498 17046
-181 1418 16980
-413 1242 17221
-556 1026 17121
-648 602 17187
-787 493 16976
-699 342 17039
-466 664 17333
-226 807 16747
-247 774 16864
-439 848 16563
-391 958 16798
-512 1220 16875
-635 896 16465
-824 1212 17184
-384 1247 17036
-187 1570 17397
-244 1167 17085
-311 755 17047
-803 589 17391
-790 258 17239
-614 501 17368
-285 420 17054
-400 811 17000
-407 833 16796
-377 742 16534
-432 988 16542
-328 618 16496
-704 910 16611
-644 1087 16811
-547 1369 17033
-268 1650 16992
-54 1232 17120
-458 1169 16865
-549 541 17295
-866 702 17161
-676 327 17063
-587 454 17327
-332 692 16950
-257 903 17026
-442 973 16480
-336 776 16654
-586 1160 16759
-380 1059 16637
-654 1405 16820
-685 1332 16696
-556 1509 17152
-201 1281 16811
-150 1123 16950
-365 1025 17158
-547 330 16960
-859 444 17235
-606 345 17042
-307 680 17102
-233 761 16663
-166 581 16538
-506 847 16580
-481 703 16550
-646 1215 16825
-594 1043 16639
-680 1207 17112
-561 1410 17097
-307 1490 17224
-316 1481 17213
-333 707 17214
-767 682 17264
-724 534 17217
-751 561 17448
-539 401 17121
-364 563 17185
-219 665 16718
-275 888 16821
-306 966 16943
-432 961 16638
-553 1202 17086
-612 1305 16852
-648 1637 17206
-438 1470 16898
-345 1102 16932
-443 1129 17372
-402 825 17153
-548 762 17433
-609 300 16916
-760 493 17231
-752 670 16884
-349 541 16659
-148 839 16475
-120 816 16338
-514 951 16638
-872 874 16529
-828 929 16657
-632 1463 16638
-121 1462 16998
-300 1605 17056
-414 1181 17136
-536 1055 17162
-553 701 16975
-729 624 17470
-721 510 17097
-401 589 17299
-321 847 16706
-256 661 16943
-532 959 16923
-329 806 16632
-430 1267 16817
-531 922 16448
-834 1175 17237
-561 1275 16971
-258 1352 17035
-102 1459 17228
-260 790 17050
-903 740 17454
-697 233 17213
-563 606 17377
-356 478 17086
-245 451 16993
-486 830 16802
-267 687 16514
-449 1083 16571
-434 602 16454
-690 846 16791
-750 986 16719
-509 1325 16802
-303 1624 16930
-114 1130 17167
-540 1217 16942
-443 986 16938
-717 775 17221
-616 393 17153
-646 421 17318
-390 747 16974
-220 894 16963
-335 949 16893
-368 640 16496
-530 1033 16854
-376 1059 16573
-625 1379 16820
-699 1321 16631
-621 1295 16912
-401 1648 17155
-121 1177 16889
-367 1107 17129
-507 331 16955
-843 499 17292
-788 463 17087
-489 471 16908
-351 770 16744
-179 504 16502
-458 839 16560
-456 794 16492
-503 859 16719
-745 1077 16600
-623 1085 17078
-517 1516 16960
-195 1444 17149
-362 1445 17215
-413 1162 17266
-662 848 17498
-665 696 17157
-631 497 17389
-686 441 17106
-428 376 17192
-435 730 17029
-157 691 16543
-302 961 16906
-449 937 16624
-543 1156 17080
-528 1307 16691
-469 1141 16974
-584 1481 17145
-383 1219 17036
-325 1111 17406
-380 945 17129
-606 786 17407
-672 687 17188
-555 289 17079
-733 665 17022
-434 538 16646
-213 779 16567
-73 749 16356
-174 914 16698
-726 1048 16348
-848 823 16630
-673 1391 16728
-139 1461 16822
-275 1798 17214
-232 1342 16852
-575 1204 17444
-573 767 16968
-750 724 17436
-699 441 17149
-505 580 17241
-423 671 17117
-220 660 16682
-485 968 16851
-377 734 16624
-505 1141 16805
-536 1030 16470
-590 994 16801
-761 1401 17064
-348 1321 17030
-165 1435 17345
-277 852 16960
-781 791 17532
-767 486 17028
-675 279 17287
-480 421 17181
-223 477 17038
-361 826 16864
-396 689 16510
-400 906 16838
-354 935 16493
-439 818 16755
-705 1082 16671
-560 1280 16912
-279 1580 16952
-175 1556 16972
-295 1444 17426
-478 964 16975
-703 700 17279
-701 443 17086
-648 440 17315
-682 618 17180
-309 595 16774
-220 928 16859
-350 757 16423
-564 989 16808
-409 1055 16517
-465 1051 16540
-723 1398 16859
-598 1354 16978
-427 1635 17066
-167 1256 16923
-331 1058 17278
-542 937 17191
-589 354 17133
-814 524 17115
-515 404 17030
-328 723 16900
-152 546 16586
-260 758 16721
-383 774 16508
-508 848 16668
-672 1089 16704
-580 1071 16954
-558 1515 16997
-328 1299 17016
-366 1523 17386
-297 1212 17270
-524 874 17366
-734 637 17144
-758 432 17383
-841 614 17426
-434 363 17095
-440 790 17045
-268 612 16617
-278 835 16878
-362 1125 16664
-306 865 16458
-792 1190 16715
-607 1074 16995
-580 1596 17080
-284 1355 17082
-415 1207 17416
-489 905 17114
-395 462 17221
-609 749 17262
-598 332 17034
-804 622 17087
-435 518 16701
-319 825 16909
-118 1009 16301
-182 900 16543
-747 960 16380
-871 789 16556
-729 1385 16740
-469 1393 16480
-206 1664 17169
-199 1249 16907
-580 1237 17336
-606 895 17035
-695 633 17353
-735 500 17350
-657 306 17095
-423 718 17216
-212 745 16731
-416 907 16883
-417 759 16473
-494 802 16639
-608 1245 16838
-581 999 16686
-779 1286 17084
-392 1271 17053
-109 1431 17383
-140 1406 17069
-407 699 17202
-883 522 17206
-711 165 17223
-470 534 17301
-236 467 16948
-294 608 17120
-452 762 16654
-357 811 16809
-410 1013 16422
-511 768 16620
-763 902 16565
-719 997 16795
-451 1503 17266
-242 1657 16901
-231 1317 17358
-512 998 16922
-564 647 17291
-841 891 17387
-722 268 16980
-684 553 17311
-210 647 16822
-164 994 16909
-412 823 16515
-406 558 16398
-581 996 16656
-415 1017 16528
-678 1439 16934
-648 1304 16828
-483 1599 17062
-292 1448 16949
-212 1185 17160
-518 911 17070
-598 293 17189
-802 501 17053
-569 380 17148
-511 784 17171
-272 764 16703
-223 700 16592
-472 855 16475
-505 713 16619
-723 1201 16640
-578 929 16519
-643 1277 17067
-420 1342 17024
-293 1533 17472
-277 1306 17151
-405 868 17394
-644 834 17516
-711 394 17371
-773 540 17407
-477 437 17117
-357 663 17142
-291 658 16546
-278 626 16586
-340 974 16848
-295 759 16429
-661 1278 16912
-650 1236 16952
-588 1571 17252
-387 1348 16840
-104 1032 16930
-403 1112 17118
-376 503 17263
-685 816 17341
-582 355 16840
-598 431 17158
-573 527 16785
-347 673 16891
-198 924 16254
-96 866 16492
-577 947 16378
-771 951 16500
-896 1055 16678
-608 1441 16568
-112 1510 17042
-88 1429 17021
-489 1256 17322
-651 1176 17358
-607 575 16961
-769 570 17472
-607 380 17059
-415 678 17312
-244 797 16749
-105 548 16718
-477 931 16796
-347 742 16681
-461 1255 16882
-542 959 16512
-844 1325 17287
-725 1359 17202
-294 1425 17152
-130 1447 17140
-306 766 17093
-853 556 17288
-758 230 17278
-663 319 17224
-308 473 17018
-236 488 16988
-472 811 16805
-269 711 16563
-476 1115 16485
-405 813 16593
-790 882 16895
-653 1022 16777
-424 1575 17004
-269 1659 16869
-201 1156 17248
-431 1334 17399
-461 784 17032
-820 878 17269
-715 301 17096
-580 421 17296
-290 752 16874
-243 696 16713
-373 986 16887
-290 594 16388
-592 1071 16851
-479 1025 16589
-637 1450 16998
-638 1544 16918
-527 1252 16998
-440 1606 17143
-169 1203 17045
-432 940 17138
-602 309 17037
-734 418 17260
-801 534 17133
-478 482 17009
-247 826 16717
-179 559 16535
-438 787 16572
-490 738 16538
-642 856 16632
-708 1112 16680
-564 1171 17000
-503 1519 17032
-290 1387 17246
-339 1446 17366
-356 1089 17143
-633 887 17561
-764 540 17230
-786 517 17483
-552 381 16902
-444 439 17176
-424 766 17041
-264 754 16702
-259 945 16919
-385 949 16603
-709 1291 17164
-791 1240 16573
-504 1175 16902
-434 1526 17108
-282 1253 17077
-325 1076 17399
-474 791 17204
-404 493 17147
-690 600 17138
-533 315 17090
-638 700 16892
-416 538 16708
-210 790 16527
-211 914 16200
-244 903 16779
-776 1082 16293
-841 777 16696
-694 1395 16689
-109 1464 16929
-202 1766 17127
-233 1254 16744
-612 1179 17454
-621 757 16890
-762 733 17453
-701 436 17077
-521 315 17114
-310 692 17127
-296 727 16591
-537 862 16902
-478 748 16618
-475 1141 16839
-582 1215 16706
-633 1075 16826
-693 1326 17190
-325 1287 16953
-183 1469 17330
-279 841 16973
-383 697 17323
-805 528 17040
-767 272 17189
-492 424 17284
-268 445 16920
-395 891 16947
-369 792 16495
-363 837 16904
-380 977 16450
-528 825 16760
-798 1023 16692
-508 1210 16737
-381 1563 17274
-175 1647 16872
-352 1365 17454
-501 849 16914
-675 704 17218
-660 449 17099
-739 428 16972
-655 493 17231
-273 631 16756
-184 961 16780
-325 766 16532
-638 968 16774
-626 986 16590
-402 1044 16683
-603 1534 16889
-575 1382 16842
-506 1615 17029
-169 1243 16968
-282 1194 17105
-537 943 17114
-589 304 17181
-812 484 17064
-512 262 17028
-412 743 16923
-232 637 16704
-232 807 16676
-306 700 16471
-573 828 16748
-738 1108 16644
-458 1080 16858
-475 1368 17038
-311 1438 17106
-367 1455 17385
-377 1309 17139
-398 885 17362
-768 752 17100
-731 345 17298
-853 566 17327
-448 392 17114
-396 691 17061
-250 648 16523
-198 774 17053
-319 1030 16717
-294 775 16580
-726 1288 16800
-581 1226 17063
-610 1664 17282
-433 1562 16917
-181 1008 16996
-453 1074 17107
-427 586 17343
-738 720 17319
-680 364 16968
-618 581 17218
-509 601 16762
-281 700 16876
-258 885 16326
-145 697 16450
-563 925 16428
-859 859 16543
-875 1019 16660
-598 1435 16530
-50 1570 17147
-190 1545 17006
-529 1205 17275
-673 934 17071
-560 576 17011
-777 579 17503
-705 337 17039
-429 635 17272
-187 774 16691
-336 801 16916
-584 928 16829
-493 744 16678
-491 1230 16889
-527 1044 16488
-830 1271 17211
-498 1235 16977
-259 1339 17223
-117 1450 17205
-406 770 17124
-908 599 17516
-751 176 17229
-525 625 17379
-353 521 16960
-261 466 17088
-446 751 16729
-308 768 16540
-478 1080 16604
-485 592 16485
-734 878 16895
-717 1062 16726
-447 1464 17028
-246 1623 16939
-89 1203 17173
-437 1099 17012
-485 878 17039
-826 718 17354
-766 355 16984
-605 488 17359
-236 716 16904
-278 992 16938
-220 846 16778
-368 638 16363
-533 1019 16829
-441 1048 16566
-637 1432 16815
-539 1389 16699
-499 1376 16949
-466 1571 17183
-297 1123 16943
-376 1032 17164
-514 321 17077
-937 481 17233
-829 507 17158
-465 536 17005
-267 827 16705
-146 533 16596
-535 808 16523
-450 763 16546
-534 991 16666
-619 1044 16709
-638 1080 17002
-463 1566 17008
-139 1389 17168
-397 1433 17280
-424 1059 17303
-607 793 17482
-650 722 17201
-716 421 17472
-654 431 17090
-303 477 17218
-415 823 17056
-146 628 16667
-287 949 16857
-319 922 16730
-625 1271 17097
-743 1327 16794
-617 1120 16864
-478 1437 17172
-203 1163 16984
-409 1251 17372
-430 706 17154
-705 791 17484
-639 533 17176
-566 440 17062
-571 665 16954
-401 590 16687
-220 804 16390
-149 789 16295
-246 923 16729
-739 980 16318
-858 796 16529
-652 1384 16658
-103 1439 16895
-148 1558 17113
-198 1220 16827
-549 1192 17482
-646 750 16927
-735 603 17461
-691 460 17151
-406 664 17229
-321 769 17107
-241 682 16691
-475 862 17011
-408 756 16554
-399 1134 16902
-560 976 16530
-641 975 16849
-765 1325 17144
-308 1284 16958
-106 1432 17409
-227 798 16935
-859 755 17449
-873 502 17031
-723 244 17184
-460 476 17251
-318 508 16887
-401 837 16888
-301 709 16448
-390 881 16829
-488 936 16499
-618 807 16713
-671 996 16658
-552 1262 16786
-265 1560 16996
-240 1561 16962
-241 1360 17466
-480 953 17067
-771 715 17217
-738 418 17114
-643 422 17239
-562 647 17240
-238 671 16745
-247 946 16880
-309 705 16509
-639 1092 16784
-401 984 16585
-472 961 16522
-589 1474 16948
-575 1337 16889
-540 1612 17101
-185 1187 16872
-342 1116 17263
-522 908 17030
-668 359 17193
-888 545 17048
-455 437 17015
-280 750 16841
-200 577 16518
-330 708 16697
-441 752 16443
-580 851 16733
-681 1103 16681
-500 1102 16921
-539 1534 17062
-350 1327 17004
-394 1501 17428
-290 1145 17181
-586 908 17477
-723 639 17155
-714 379 17450
-753 626 17470
-487 355 17153
-496 763 16982
-189 672 16739
-278 888 16966
-424 1058 16636
-286 799 16394
-714 1361 16731
-632 1070 16991
-637 1586 17217
-324 1292 16977
-365 1177 17466
-388 910 16966
-328 464 17237
-666 677 17190
-618 306 17058
-703 628 16953
-425 489 16646
-368 811 16896
-280 959 16264
-156 872 16567
-680 1069 16334
-770 813 16531
-818 1373 16798
-517 1349 16533
-266 1659 17128
-124 1323 16770
-451 1231 17457
-660 826 17008
-780 664 17426
-770 554 17300
-565 364 17086
-342 585 17277
-272 768 16666
-381 830 16975
-399 775 16525
-382 802 16707
-597 1294 16788
-617 1040 16607
-755 1316 17176
-338 1284 16933
-99 1473 17341
-185 1398 17045
-397 788 17193
-819 567 17241
-689 135 17098
-583 590 17263
-175 368 16984
-253 602 17036
-324 751 16576
-338 882 16831
-421 1027 16435
-502 719 16669
-747 983 16625
-640 1030 16787
-435 1541 17193
-209 1643 16904
-256 1360 17390
-447 941 16882
-733 732 17215
-830 775 17251
-782 306 17066
-630 518 17167
-211 662 16844
-215 928 16858
-379 783 16593
-355 583 16341
-601 972 16649
-445 988 16513
-664 1511 16944
-511 1298 16879
-557 1650 17089
-281 1400 16957
-315 1190 17132
-442 868 17116
-591 415 17112
-840 465 17022
-591 339 17022
-572 656 17221
-258 771 16654
-250 758 16684
-457 800 16456
-526 788 16775
-707 1116 16667
-631 984 16621
-599 1251 17093
-340 1338 17097
-246 1451 17404
-359 1278 17165
-599 884 17444
-740 755 17516
-640 347 17281
-708 652 17398
-504 429 17064
-519 669 17052
-234 614 16646
-307 789 16632
-273 1021 16730
-326 844 16588
-731 1201 16770
-684 1234 17061
-620 1610 17125
-301 1431 16932
-125 1070 16918
-383 1049 17161
-452 513 17189
-723 785 17386
-526 307 16974
-606 519 17308
-516 441 16710
-451 870 16887
-235 850 16292
-87 858 16537
-621 998 16326
-793 963 16655
-969 1129 16625
-537 1409 16600
-72 1555 17072
-168 1460 16894
-499 1222 17395
-683 1234 17304
-556 505 16982
-753 623 17389
-609 319 17056
-464 639 17356
-306 754 16666
-377 540 16721
-480 916 16781
-379 752 16664
-546 1268 16968
-586 968 16512
-890 1351 17193
-451 1366 17102
-255 1439 17303
-63 1414 17094
-404 819 17109
-840 485 17301
-720 148 17156
-695 388 17270
-393 475 16974
-258 471 17096
-399 766 16739
-461 774 16585
-431 997 16526
-334 748 16558
-665 974 16933
-720 1039 16774
-557 1522 17121
-209 1626 16927
-105 1393 17306
-548 1441 17335
-584 735 17158
-751 776 17263
-679 381 16970
-671 507 17365
-413 588 16844
-192 636 16825
-223 1032 16576
-241 554 16420
-604 1039 16776
-500 1008 16569
-595 1493 16944
-595 1534 16727
-459 1352 17094
-358 1581 17008
-272 1175 16943
-535 1016 17172
-548 294 17045
-745 365 17343
-701 493 16941
-514 580 17149
-360 650 16741
-237 650 16493
-268 766 16552
-548 823 16521
-627 931 16924
-755 1011 16532
-503 1288 17220
-411 1477 17023
-346 1475 17400
-374 1380 17298
-406 991 17164
-639 844 17587
-661 513 17287
-735 553 17507
-530 360 17050
-448 337 17151
-380 746 17057
-218 678 16561
-234 973 16836
-336 815 16584
-703 1294 16870
-619 1287 16466
-615 1278 16838
-379 1435 17008
-219 1130 16832
-405 1204 17315
-421 622 17285
-723 615 17285
-614 434 17085
-553 385 17183
-576 569 16854
-312 604 16762
-242 875 16393
-120 821 16389
-353 1041 16784
-692 964 16388
-914 1017 16620
-652 1364 16680
-145 1548 16997
-139 1774 17062
-194 1231 16926
-656 1142 17337
-714 675 17008
-698 601 17481
-613 460 17098
-440 247 16993
-342 718 17110
-216 548 16722
-508 896 16940
-453 802 16572
